File Path,Title,Object Type,Source,Parent ARK,Item ARK
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033\AraNF-8_048v-055r_K-16-033_KTK_sharpie_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 48v, 55r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033\AraNF-8_048v-055r_K-16-033_KTK_sharpie_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 48v, 55r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033\AraNF-8_048v-055r_K-16-033_KTK_sharpie_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 48v, 55r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033\AraNF-8_048v-055r_K-16-033_KTK_txratio_TX940IR-MB940IR.tif,"Image of Sinai Arabic NF 8 48v, 55r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033\AraNF-8_048v-055r_K-16-033_PSH_color.tif,"Image of Sinai Arabic NF 8 48v, 55r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_048v-055r_K-16-033,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_avgUV-VIS.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_WBUVB47-VIS.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_WBUVG58-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_WBUVG58-VIS.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_WBUVO22-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_pseudo_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_raking_RE870IR-RS870IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_sharpie_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_sharpie_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_sharpie_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_KTK_txratio_TX940IR-MB940IR.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034\AraNF-8_049r-054v_K-16-034_PSH_color.tif,"Image of Sinai Arabic NF 8 49r, 54v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049r-054v_K-16-034,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_avgUV-VIS.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_WBUVB47-VIS.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_WBUVG58-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_WBUVG58-VIS.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_WBUVO22-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_pseudo_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_raking_RE870IR-RS870IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_sharpie_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_sharpie_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_sharpie_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_KTK_txratio_TX940IR-MB940IR.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035\AraNF-8_049v-054r_K-16-035_PSH_color.tif,"Image of Sinai Arabic NF 8 49v, 54r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_049v-054r_K-16-035,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_avgUV-VIS.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_WBUVB47-VIS.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_WBUVG58-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_WBUVG58-VIS.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_WBUVO22-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_pseudo_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_raking_RE870IR-RS870IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_sharpie_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_sharpie_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_sharpie_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_KTK_txratio_TX940IR-MB940IR.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036\AraNF-8_050r-053v_K-16-036_PSH_color.tif,"Image of Sinai Arabic NF 8 50r, 53v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050r-053v_K-16-036,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_avgUV-VIS.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_WBUVB47-VIS.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_WBUVG58-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_WBUVG58-VIS.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_WBUVO22-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_pseudo_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_raking_RE870IR-RS870IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_sharpie_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_sharpie_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_sharpie_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_KTK_txratio_TX940IR-MB940IR.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037\AraNF-8_050v-053r_K-16-037_PSH_color.tif,"Image of Sinai Arabic NF 8 50v, 53r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_050v-053r_K-16-037,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_avgUV-VIS.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_WBUVB47-VIS.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_WBUVG58-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_WBUVG58-VIS.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_WBUVO22-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_pseudo_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_raking_RE870IR-RS870IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_sharpie_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_sharpie_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_sharpie_WBUVUVP-MB780IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_KTK_txratio_TX940IR-MB940IR.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038\AraNF-8_051r-052v_K-16-038_PSH_color.tif,"Image of Sinai Arabic NF 8 51r, 52v",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051r-052v_K-16-038,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_avgUV-MB780IR.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_avgUV-VIS.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_WBUVB47-MB780IR.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_WBUVB47-VIS.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_WBUVG58-MB780IR.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_WBUVG58-VIS.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039\AraNF-8_051v-052r_K-16-039_KTK_pseudo_WBUVO22-MB780IR.tif,"Image of Sinai Arabic NF 8 51v, 52r",page,\\dl_deposit\spp_ingest\IngestPackage2\AraNF-8\AraNF-8_051v-052r_K-16-039,,
